Time,DT9857E-16(00).Ain 1,DT9857E-16(00).Ain 2,DT9857E-16(00).Ain 3,DT9857E-16(00).Ain 4,DT9857E-16(00).Ain 5,,,QuickDAQ DATA
15.58,0.011113882,0.008708239,0.00938654,0.01157403,0.007538796,,,
15.585,0.008965731,0.011507273,0.009682179,0.014555454,0.005464554,,,
15.59,0.005531311,0.013445616,0.012270212,0.014938116,0.003395081,,,
15.595,0.003402233,0.013993979,0.013254881,0.014417172,0.004031658,,,
15.6,0.001341105,0.012354851,0.010813475,0.013583899,0.006381273,,,
15.605,0.001796484,0.01252532,0.007476807,0.011458397,0.005663633,,,
15.61,0.004457235,0.01396656,0.007287264,0.009428263,0.004272461,,,
15.615,0.007094145,0.013991594,0.010741949,0.008585453,0.002521277,,,
15.62,0.009213686,0.013656616,0.013347864,0.008815527,-7.57E-04,,,
15.625,0.010120869,0.011539459,0.015265942,0.006238222,-0.003207922,,,
15.63,0.010176897,0.008183718,0.017271042,0.001351833,-0.005755425,,,
15.635,0.008387566,0.006213188,0.016063452,-0.004149675,-0.006028414,,,
15.64,0.006568432,0.005956888,0.014257431,-0.006951094,-0.003669262,,,
15.645,0.004816055,0.006844997,0.012159348,-0.006990433,-9.18E-05,,,
15.65,0.002316237,0.011246204,0.009986162,-0.005507469,9.18E-05,,,
15.655,-0.001733303,0.016201735,0.008155108,-0.00617981,-8.06E-04,,,
15.66,-0.005861521,0.01781106,0.005961657,-0.00762701,-0.00138998,,,
15.665,-0.008661747,0.015605688,0.003156662,-0.007667542,-0.002884865,,,
15.67,-0.00672102,0.009970665,0.003124476,-0.009137392,-0.004074574,,,
15.675,-9.98E-04,0.005562306,0.004616976,-0.009864569,-0.005967617,,,
15.68,0.003403425,0.003002882,0.004262924,-0.008494854,-0.006010532,,,
15.685,0.003476143,0.001010895,0.003870726,-0.005488396,-0.002815723,,,
15.69,2.83E-04,-9.69E-04,0.00207901,-0.003464222,1.34E-04,,,
15.695,-0.004675388,-0.003215075,7.68E-04,-0.003148317,0.001206398,,,
15.7,-0.00562191,-0.005376339,-0.001679659,-0.002955198,9.30E-05,,,
15.705,-8.96E-04,-0.006287098,-0.005042553,-0.00377059,-0.001596212,,,
15.71,0.003830195,-0.007474423,-0.008519888,-0.003281832,-0.003833771,,,
15.715,0.006309748,-0.00885725,-0.013509989,-0.00420332,-0.003722906,,,
15.72,0.004103184,-0.010268688,-0.01704216,-0.004966259,-8.61E-04,,,
15.725,-0.001419783,-0.012232065,-0.017424822,-0.002202988,0.00387311,,,
15.73,-0.006463528,-0.012440682,-0.016008616,0.002616644,0.007512569,,,
15.735,-0.010272265,-0.013011694,-0.013152361,0.005303621,0.005987883,,,
15.74,-0.011800528,-0.014438629,-0.011049509,0.002290011,0.00264883,,,
15.745,-0.009903908,-0.01838088,-0.009949207,-5.60E-05,4.24E-04,,,
15.75,-0.006591082,-0.022543669,-0.010859966,-0.00164628,-5.38E-04,,,
15.755,-0.004917383,-0.022257567,-0.011992455,-0.003114939,-0.001738071,,,
15.76,-0.006139278,-0.018546581,-0.014499426,-0.005223751,-0.002541542,,,
15.765,-0.008149147,-0.015765429,-0.01535058,-0.006936789,-0.002484322,,,
15.77,-0.008716583,-0.016139746,-0.014134646,-0.007668734,-0.002806187,,,
15.775,-0.007323027,-0.016154051,-0.013128519,-0.008565188,-0.003180504,,,
15.78,-0.007424355,-0.015225411,-0.010733604,-0.010044575,-0.002735853,,,
15.785,-0.009627342,-0.013724566,-0.010659695,-0.012943745,-0.001655817,,,
15.79,-0.012471676,-0.012075901,-0.011389256,-0.013884306,9.32E-04,,,
15.795,-0.015069246,-0.012494326,-0.010623932,-0.011930466,0.002851486,,,
15.8,-0.014554262,-0.011006594,-0.008115768,-0.009438992,0.001585484,,,
15.805,-0.013663769,-0.007402897,-0.008244515,-0.009282827,-0.001885891,,,
15.81,-0.011231899,-0.005353689,-0.006971359,-0.010358095,-0.005354881,,,
15.815,-0.007340908,-0.005556345,-0.005129576,-0.011330843,-0.008654594,,,
15.82,-0.005552769,-0.006248951,-0.003345013,-0.010125637,-0.010297298,,,
15.825,-0.00426054,-0.007139444,-0.001907349,-0.009034872,-0.009931326,,,
15.83,-0.002355576,-0.00805974,-0.001388788,-0.007196665,-0.007040501,,,
15.835,-6.31E-04,-0.009250641,-0.00107646,-0.004696846,-0.00273943,,,
15.84,0.001250505,-0.009394884,-0.002346039,-0.006484985,0.002627373,,,
15.845,0.004299879,-0.007641316,-0.00387907,-0.007581711,0.004819632,,,
15.85,0.006432533,-0.003103018,-0.003864765,-0.00647068,0.003927946,,,
15.855,0.005859137,0.002629757,-0.001331568,-0.002707243,0.003467798,,,
15.86,0.001139641,0.007225275,6.70E-04,0.002797842,0.002002716,,,
15.865,-0.003192425,0.007517338,0.001205206,0.006598234,0.001124144,,,
15.87,-0.003865957,0.006711483,0.001226664,0.006352663,3.28E-04,,,
15.875,4.89E-05,0.007122755,-6.63E-04,0.003591776,-0.001045466,,,
15.88,0.004948378,0.007679462,-1.47E-04,0.002888441,-0.001844168,,,
15.885,0.007296801,0.008364916,0.003236532,0.004160404,-0.001705885,,,
15.89,0.008714199,0.010943413,0.006474257,0.005970001,-8.73E-04,,,
15.895,0.010775328,0.010849237,0.008080006,0.00549078,0.00215292,,,
15.9,0.012450218,0.00887394,0.007946491,0.004788637,0.005383492,,,
15.905,0.011605024,0.008208752,0.007737875,0.003582239,0.005471706,,,
15.91,0.008746386,0.010310412,0.008354187,0.001846552,0.003939867,,,
15.915,0.005440712,0.013054609,0.010539293,8.29E-04,0.001233816,,,
15.92,0.002301931,0.01650691,0.013186932,0.001502037,-8.26E-04,,,
15.925,-2.84E-04,0.018906593,0.014746189,0.003516674,-1.82E-04,,,
15.93,-0.002133846,0.019536018,0.014828444,0.007010698,-2.75E-04,,,
15.935,-0.004155636,0.018144846,0.015486479,0.007981062,-0.001189709,,,
15.94,-0.004594326,0.015349388,0.01672864,0.006124973,-0.001651049,,,
15.945,-0.003687143,0.01042366,0.018330813,0.004323721,-7.51E-04,,,
15.95,-0.001786947,0.005346537,0.02199173,0.00510931,-7.98E-04,,,
15.955,-3.71E-04,0.002112389,0.024139881,0.006244183,-0.002492666,,,
15.96,0.002222061,0.001106262,0.024570227,0.007779598,-0.003125668,,,
15.965,0.004365444,-0.001153946,0.023411512,0.008485317,-0.003066063,,,
15.97,0.003341436,-9.00E-04,0.021386147,0.007891655,6.66E-04,,,
15.975,0.001037121,0.003108978,0.018683672,0.005828142,0.004224777,,,
15.98,-0.001137257,0.006495714,0.01558423,0.006059408,0.005848408,,,
15.985,-0.003608465,0.008951426,0.010385513,0.009020567,0.006299019,,,
15.99,-0.005617142,0.009406805,0.006266832,0.011519194,0.006271601,,,
15.995,-0.006089211,0.008050203,0.005238056,0.015819073,0.003641844,,,
16,-0.00481844,0.006545782,0.006619692,0.017272234,0.00215292,,,
16.005,-0.004251003,0.005483627,0.008639097,0.016316176,0.003714562,,,
16.01,-0.00246644,0.004519224,0.008325577,0.01355648,0.004674196,,,
16.015,6.81E-04,0.002640486,0.006109476,0.010724068,0.004279614,,,
16.02,0.004696846,5.03E-04,0.003015995,0.005809069,0.00253439,,,
16.025,0.008488894,-5.97E-04,-0.001678467,7.41E-04,-9.10E-04,,,
16.03,0.011501312,-7.18E-04,-0.001776218,-0.001009703,-0.001066923,,,
16.035,0.011811256,-4.85E-04,0.002048016,-7.82E-04,4.76E-04,,,
16.04,0.008163452,0.002727509,0.005409718,7.10E-04,0.001289845,,,
16.045,0.00236392,0.005892515,0.003482103,9.75E-04,0.002195835,,,
16.05,-0.003211498,0.006121397,-9.58E-04,4.34E-04,0.002421141,,,
16.055,-0.006676912,0.003160238,-0.005326271,-0.0023067,-1.53E-04,,,
16.06,-0.007150173,-5.20E-04,-0.007613897,-0.004707575,-0.001262426,,,
16.065,-0.00467658,-0.001814365,-0.007551909,-0.006380081,-0.002022982,,,
16.07,-0.00138998,-0.001593828,-0.004607439,-0.008628368,-0.001033545,,,
16.075,-0.001016855,-0.002212524,-6.83E-04,-0.011469126,-5.72E-05,,,
16.08,-0.00343442,-0.003864765,0.001239777,-0.011547804,-0.002298355,,,
16.085,-0.005866289,-0.00751853,-3.84E-04,-0.007138252,-0.005935431,,,
16.09,-0.007408857,-0.011079311,-0.003945828,-0.003664494,-0.00831604,,,
16.095,-0.007177591,-0.013513565,-0.005851984,-0.004043579,-0.007902384,,,
16.1,-0.004389286,-0.01355648,-0.005867481,-0.006136894,-0.007796288,,,
16.105,-0.003687143,-0.011219978,-0.005623102,-0.011612177,-0.006605387,,,
16.11,-0.004439354,-0.008696318,-0.007703304,-0.015040636,-0.002565384,,,
16.115,-0.006929636,-0.008436441,-0.011056662,-0.016093254,9.25E-04,,,
16.12,-0.009703636,-0.007655621,-0.014061928,-0.015352964,0.002475977,,,
16.125,-0.012167692,-0.00698328,-0.014795065,-0.01321435,0.001769066,,,
16.13,-0.012484789,-0.006862879,-0.013110638,-0.009931326,-3.40E-04,,,
16.135,-0.011812449,-0.007859469,-0.012418032,-0.007942915,-0.002223253,,,
16.14,-0.009561777,-0.009243488,-0.011787415,-0.008006096,-0.003398657,,,
16.145,-0.007669926,-0.011222363,-0.013053417,-0.007292032,-0.005625486,,,
16.15,-0.00526309,-0.012075901,-0.015347004,-0.006632805,-0.005955696,,,
16.155,-0.001877546,-0.011411905,-0.017925501,-0.008068085,-0.005434752,,,
16.16,0.002621412,-0.010293722,-0.01870513,-0.010982752,-0.004595518,,,
16.165,0.006968975,-0.00998497,-0.017375946,-0.012863874,-0.003032684,,,
16.17,0.009591579,-0.010217428,-0.015236139,-0.012990236,-3.79E-04,,,
16.175,0.007859469,-0.010902882,-0.014610291,-0.010153055,0.002756119,,,
16.18,0.002266169,-0.010948181,-0.015419722,-0.00497818,0.003186464,,,
16.185,-0.002710819,-0.010706186,-0.016938448,-4.52E-04,0.001581907,,,
16.19,-0.005755425,-0.008790493,-0.014939308,0.001209974,-1.85E-04,,,
16.195,-0.007861853,-0.006177425,-0.011975765,0.001448393,-7.62E-04,,,
16.2,-0.007652044,-0.004386902,-0.008573532,5.96E-06,-4.57E-04,,,
16.205,-0.007135868,-0.004595518,-0.006308556,-0.00451088,-1.98E-04,,,
16.21,-0.007299185,-0.006023645,-0.00562191,-0.007146597,-0.001541376,,,
16.215,-0.00944376,-0.008400679,-0.003522635,-0.004986525,-0.002607107,,,
16.22,-0.0101161,-0.010811091,0.001497269,-0.001130104,-0.0035429,,,
16.225,-0.009262562,-0.011113882,0.006313324,0.002256632,-0.003869534,,,
16.23,-0.006946325,-0.008749962,0.009435415,0.002762079,-0.002140999,,,
16.235,-0.002388954,-0.006978512,0.008790493,0.001095533,0.001085997,,,
16.24,-2.84E-04,-0.005277395,0.008696318,-9.91E-04,0.002837181,,,
16.245,-0.002613068,-0.002909899,0.009241104,-0.001298189,0.002834797,,,
16.25,-0.005741119,2.11E-04,0.008393526,1.32E-04,0.001430512,,,
16.255,-0.008831024,0.004074574,0.007332563,0.001494885,5.23E-04,,,
16.26,-0.010516644,0.008172989,0.007197857,0.004551411,9.89E-04,,,
16.265,-0.01101613,0.009566546,0.009083748,0.008022785,-3.91E-04,,,
16.27,-0.008356571,0.009891987,0.010371208,0.010818243,-8.26E-04,,,
16.275,-0.003635883,0.010305643,0.011824369,0.011206865,-0.00128746,,,
16.28,0.002288818,0.010107756,0.01311779,0.011907816,-0.001020432,,,
16.285,0.007933378,0.00924468,0.012207031,0.011502504,-9.17E-04,,,
16.29,0.013347864,0.008827448,0.012181997,0.008704662,0.001088381,,,
16.295,0.01642108,0.008772612,0.010783672,0.004038811,0.002962351,,,
16.3,0.01663208,0.008760691,0.010775328,9.91E-04,0.004810095,,,
16.305,0.01360178,0.008499622,0.012443066,0.002646446,0.004475117,,,
16.31,0.009717941,0.009685755,0.01432538,0.007539988,0.003191233,,,
16.315,0.005447865,0.012853146,0.015538931,0.010908842,0.002019405,,,
16.32,0.003374815,0.016542673,0.014728308,0.011131764,0.001260042,,,
16.325,0.002732277,0.020111799,0.013110638,0.010980368,0.001020432,,,
16.33,0.003292561,0.02138257,0.009524822,0.011372566,4.34E-04,,,
16.335,0.00336647,0.019923449,0.007418394,0.009795427,0.001966953,,,
16.34,0.004714727,0.016717911,0.007171631,0.007448196,0.002565384,,,
16.345,0.00513792,0.01339078,0.008960962,0.006716251,0.001777411,,,
16.35,0.005785227,0.009993315,0.010430813,0.006395578,0.001121759,,,
16.355,0.00538826,0.006796122,0.011603832,0.004719496,7.21E-04,,,
16.36,0.005090237,0.00448823,0.01365304,0.001498461,9.16E-04,,,
16.365,0.005209446,0.005270243,0.015438795,-3.16E-04,8.95E-04,,,
16.37,0.004996061,0.008176565,0.015150309,4.16E-04,-2.03E-05,,,
16.375,0.003241301,0.011219978,0.013592243,0.001126528,-2.81E-04,,,
16.38,1.51E-04,0.012227297,0.009497404,-8.94E-05,-0.001661778,,,
16.385,-0.002793074,0.010404587,0.003767014,-0.002527237,-0.002119541,,,
16.39,-0.003902912,0.007789135,0.001688004,-0.003755093,-0.002593994,,,
16.395,-0.004146099,0.003989935,0.004067421,-0.002563,-0.002020598,,,
16.4,-0.006235838,9.69E-04,0.007027388,-0.00107646,-0.001602173,,,
16.405,-0.008214712,-0.001541376,0.008227825,-6.35E-04,-0.002961159,,,
16.41,-0.007178783,-0.00371933,0.007737875,-9.44E-04,-0.00400424,,,
16.415,-0.005159378,-0.00415206,0.005136728,-0.001602173,-0.003120899,,,
16.42,-0.00361681,-0.004694462,0.001629591,-0.002303124,-8.36E-04,,,
16.425,-0.001934767,-0.006623268,-0.002360344,-0.003480911,-1.96E-04,,,
16.43,0.001405478,-0.007680655,-0.005760193,-0.003365278,-8.56E-04,,,
16.435,0.005277395,-0.00819087,-0.008255243,-0.001587868,-0.002270937,,,
16.44,0.004614592,-0.009015799,-0.007606745,-1.62E-04,-0.001556873,,,
16.445,-4.67E-04,-0.010730028,-0.006042719,-9.17E-04,8.69E-04,,,
16.45,-0.006382465,-0.011777878,-0.006889105,-0.00140667,0.00297308,,,
16.455,-0.009111166,-0.011427403,-0.010504723,-9.18E-05,0.005460978,,,
16.46,-0.009105206,-0.010834932,-0.013865233,0.00135541,0.006747246,,,
16.465,-0.009156466,-0.010851622,-0.014162064,0.00146389,0.005525351,,,
16.47,-0.009407997,-0.011370182,-0.013555288,0.001906157,0.001921654,,,
16.475,-0.008512735,-0.011775494,-0.01406312,0.002230406,3.10E-05,,,
16.48,-0.005943775,-0.012540817,-0.015668869,0.001968145,-2.37E-04,,,
16.485,-0.004150868,-0.012869835,-0.014982224,5.78E-04,-0.001778603,,,
16.49,-0.004731417,-0.013504028,-0.011957884,-0.002646446,-0.002887249,,,
16.495,-0.00669241,-0.015772581,-0.009455681,-0.00541687,-0.00276804,,,
16.5,-0.008679628,-0.016745329,-0.00869751,-0.009323359,-5.10E-04,,,
16.505,-0.00975132,-0.016598702,-0.009489059,-0.012692213,0.001112223,,,
16.51,-0.009744167,-0.014092922,-0.009782314,-0.013921261,4.52E-04,,,
16.515,-0.007140636,-0.011287928,-0.008445978,-0.013513565,-0.001522303,,,
16.52,-0.003890991,-0.008915663,-0.005329847,-0.011088848,-0.003687143,,,
16.525,-0.003193617,-0.007129908,-0.004918575,-0.00880003,-0.006004572,,,
16.53,-0.006173849,-0.008178949,-0.007537603,-0.008187294,-0.00893116,,,
16.535,-0.008984804,-0.009396076,-0.009748936,-0.00936985,-0.008994341,,,
16.54,-0.010137558,-0.009223223,-0.010902882,-0.011376143,-0.006617308,,,
16.545,-0.010131598,-0.007781982,-0.00998497,-0.013771057,-0.003416538,,,
16.55,-0.006889105,-0.005861521,-0.007271767,-0.015425682,-0.002799034,,,
16.555,-0.002807379,-0.004181862,-0.005595684,-0.014843941,-0.00302434,,,
16.56,0.001599789,-0.003682375,-0.005824566,-0.014400482,-0.002707243,,,
16.565,0.004284382,-0.004009008,-0.007574558,-0.01298666,-0.002292395,,,
16.57,0.00590682,-0.002900362,-0.009458065,-0.010921955,-0.002774,,,
16.575,0.004540682,-0.001190901,-0.009739399,-0.00942111,-0.002291203,,,
16.58,0.002757311,0.00115633,-0.008503199,-0.007840395,-9.18E-05,,,
16.585,0.002249479,0.003583431,-0.006707907,-0.00448823,7.84E-04,,,
16.59,0.002034903,0.006587505,-0.005069971,-0.002650023,-9.06E-04,,,
16.595,9.26E-04,0.007001162,-0.004756451,-0.003931522,-0.002930164,,,
16.6,-0.003385544,0.004483461,-0.004202128,-0.004938841,-0.002119541,,,
16.605,-0.004599094,0.001293421,-0.00377059,-0.003858805,2.09E-04,,,
16.61,-0.003875494,0.001094341,-0.003442764,-0.00150919,0.00108242,,,
16.615,5.88E-04,0.003609657,-0.002117157,0.002411604,0.001171827,,,
16.62,0.006097555,0.003985167,5.75E-04,0.005999804,0.001667738,,,
16.625,0.010229349,0.001802445,0.00243187,0.007770062,0.003083944,,,
16.63,0.012212992,-6.18E-04,0.003646612,0.006709099,0.004146099,,,
16.635,0.00988245,-6.04E-04,0.008208752,0.004893541,0.003554821,,,
16.64,0.004726648,0.001437664,0.012226105,0.00351429,0.003336668,,,
16.645,-0.001858473,0.002995729,0.014190674,0.004217625,0.003129244,,,
16.65,-0.006319284,0.003926754,0.01478672,0.007134676,0.001815558,,,
16.655,-0.006871223,0.004327297,0.013353825,0.009948015,-2.98E-04,,,
16.66,-0.005087853,0.005786419,0.012369156,0.011591911,-0.001354218,,,
16.665,-0.003657341,0.005843639,0.011721849,0.01380682,-0.001544952,,,
16.67,-0.00351429,0.006078482,0.013782978,0.015182495,-8.32E-04,,,
16.675,-0.004094839,0.005838871,0.016840696,0.014389753,4.22E-04,,,
16.68,-0.003105402,0.006154776,0.019322634,0.012652874,0.001670122,,,
16.685,-0.002529621,0.00446558,0.020356178,0.011123419,0.00413537,,,
16.69,-0.002450943,0.002337694,0.019828081,0.008058548,0.005174875,,,
16.695,-0.001460314,0.002390146,0.020172596,0.003846884,0.004153252,,,
16.7,-5.16E-04,0.005463362,0.02140522,0.001114607,0.003492832,,,
16.705,-7.70E-04,0.008956194,0.022562742,0.00194788,0.00341177,,,
16.71,-0.001809597,0.011965036,0.019557476,0.004800558,0.003060103,,,
16.715,-0.001838207,0.013279915,0.014035702,0.009561777,0.002582073,,,
16.72,-6.12E-04,0.014387369,0.009127855,0.013724566,4.79E-04,,,
16.725,0.001955032,0.014805794,0.008436441,0.016098023,2.34E-04,,,
16.73,0.002421141,0.01273036,0.00949502,0.014810562,3.95E-04,,,
16.735,0.004343987,0.010229349,0.010404587,0.011330843,8.59E-04,,,
16.74,0.003796816,0.007680655,0.008217096,0.006437302,0.00108242,,,
16.745,0.005162954,0.006848574,0.004857779,0.002828836,0.002685785,,,
16.75,0.008108616,0.005967617,0.003108978,0.001301765,0.004099608,,,
16.755,0.011205673,0.005584955,0.003086329,0.001776218,0.003547669,,,
16.76,0.013524294,0.007507801,0.003443956,0.002135038,0.002336502,,,
16.765,0.012805462,0.008503199,0.00290513,0.002174377,0.001102686,,,
16.77,0.010529757,0.007227659,0.001972914,0.002759695,-3.40E-04,,,
16.775,0.005859137,0.004166365,0.001139641,0.002428293,-0.002393723,,,
16.78,0.002673864,0.002195835,-7.51E-05,-2.29E-04,-0.003572702,,,
16.785,-5.56E-04,0.003176928,-0.001869202,-0.005685091,-0.004091263,,,
16.79,-0.001291037,0.004023314,-0.00364542,-0.009886026,-0.002928972,,,
16.795,-9.81E-04,0.003237724,-0.003906488,-0.011664629,-6.71E-04,,,
16.8,3.81E-05,0.002075434,-0.003254414,-0.012594461,6.89E-04,,,
16.805,-0.001569986,-8.94E-05,-0.003814697,-0.012934208,8.92E-04,,,
16.81,-0.004395247,-0.003298521,-0.006444454,-0.010590553,-9.56E-04,,,
16.815,-0.00485301,-0.005538464,-0.009803772,-0.008738041,-0.004251003,,,
16.82,-0.004872084,-0.006449223,-0.009557009,-0.007195473,-0.007172823,,,
16.825,-0.004520416,-0.004588366,-0.007539988,-0.007755756,-0.00772953,,,
16.83,-0.004570484,-0.004645586,-0.006532669,-0.012040138,-0.006190538,,,
16.835,-0.004825592,-0.006432533,-0.007032156,-0.016140938,-0.004762411,,,
16.84,-0.00603199,-0.008007288,-0.009921789,-0.01857996,-0.00284791,,,
16.845,-0.007988215,-0.009759665,-0.011389256,-0.017697811,-0.001769066,,,
16.85,-0.009571314,-0.011763573,-0.011050701,-0.014350414,-0.001702309,,,
16.855,-0.0103724,-0.013774633,-0.010861158,-0.009121895,-0.001151562,,,
16.86,-0.010949373,-0.01591444,-0.011589527,-0.003180504,-9.64E-04,,,
16.865,-0.01059413,-0.01678586,-0.013446808,-3.37E-04,-9.89E-04,,,
16.87,-0.009645224,-0.016946793,-0.014709234,1.91E-05,-0.00158906,,,
16.875,-0.008622408,-0.017665625,-0.014582872,4.59E-04,-0.002496243,,,
16.88,-0.007045269,-0.018308163,-0.014270544,8.38E-04,-0.00241518,,,
16.885,-0.005265474,-0.018266439,-0.012946129,-0.001571178,-6.25E-04,,,
16.89,-0.005733967,-0.01811862,-0.012568235,-0.004608631,0.001819134,,,
16.895,-0.00608325,-0.01809597,-0.012741089,-0.004580021,0.003771782,,,
16.9,-0.00488162,-0.019778013,-0.01247406,-0.002641678,0.004287958,,,
16.905,-0.004569292,-0.019359589,-0.010198355,4.88E-04,0.002627373,,,
16.91,-0.005292893,-0.018068552,-0.008627176,0.003709793,-2.30E-04,,,
16.915,-0.006386042,-0.016368628,-0.009824038,0.003342629,-0.001517534,,,
16.92,-0.005306006,-0.013109446,-0.011854172,0.001893044,-0.001797676,,,
16.925,-0.004760027,-0.008459091,-0.012431145,4.61E-04,-2.11E-04,,,
16.93,-0.006719828,-0.003689528,-0.011283159,-0.002548695,0.002448559,,,
16.935,-0.007761717,-0.001354218,-0.009940863,-0.005352497,0.003905296,,,
16.94,-0.007510185,-0.002238751,-0.007737875,-0.005543232,0.001945496,,,
16.945,-0.006071329,-0.002824068,-0.004843473,-0.004838705,4.51E-04,,,
16.95,-0.003812313,-0.003261566,-0.003399849,-0.005390644,-0.002017021,,,
16.955,-0.001730919,-0.002617836,-0.002001524,-0.00615716,-0.003578663,,,
16.96,2.26E-04,-0.001040697,9.66E-04,-0.007317066,-0.00379324,,,
16.965,0.002815723,7.92E-04,0.00310421,-0.008419752,-0.003123283,,,
16.97,0.004636049,0.004286766,0.003933907,-0.009262562,-0.003410578,,,
16.975,0.004472733,0.006619692,0.00488162,-0.009125471,-0.004764795,,,
16.98,0.002112389,0.00628829,0.006037951,-0.009195805,-0.00615716,,,
16.985,-0.001116991,0.00644207,0.006524324,-0.009227991,-0.00628233,,,
16.99,-0.002472401,0.007181168,0.006996393,-0.007332563,-0.004887581,,,
16.995,-0.002757311,0.009249449,0.007725954,-0.00310421,-0.002974272,,,
17,-0.001183748,0.011099577,0.007767677,6.13E-04,-0.002012253,,,
17.005,5.45E-04,0.009332895,0.00664115,0.003000498,-5.84E-04,,,
17.01,0.002764463,0.008392334,0.005893707,0.003700256,1.31E-05,,,
17.015,0.007146597,0.008409023,0.005863905,0.001890659,5.54E-04,,,
17.02,0.010517836,0.00838995,0.006890297,3.10E-05,0.001348257,,,
17.025,0.012829304,0.009657145,0.007441044,2.52E-04,0.002571344,,,
17.03,0.011789799,0.00829339,0.008245707,0.003027916,0.003609657,,,
17.035,0.009503365,0.007457733,0.009666681,0.006591082,0.003752708,,,
17.04,0.00602603,0.009179115,0.009490252,0.009629726,0.002552271,,,
17.045,0.00359416,0.011137724,0.009479523,0.01134038,9.37E-04,,,
17.05,0.003603697,0.012806654,0.007824898,0.010997057,9.41E-04,,,
17.055,0.004218817,0.013283491,0.005868673,0.010433197,0.001707077,,,
17.06,0.004988909,0.014923811,0.005975962,0.009196997,0.002347231,,,
17.065,0.003902912,0.016028881,0.006855726,0.008018017,0.003010035,,,
17.07,0.002746582,0.013549328,0.007824898,0.008356571,0.003892183,,,
17.075,0.001648665,0.008343458,0.0093925,0.009771586,0.004572868,,,
17.08,0.001331568,0.005174875,0.012592077,0.010251999,0.004806519,,,
17.085,0.002353191,0.0045681,0.016212463,0.007109642,0.003960133,,,
17.09,0.00190258,0.005016327,0.018953085,0.004191399,0.002506971,,,
17.095,7.51E-04,0.004428625,0.017955303,0.002955198,9.60E-04,,,
17.1,1.06E-04,0.003044605,0.014730692,0.004317761,-8.92E-04,,,
17.105,-0.002008677,0.002225637,0.012916327,0.004965067,-0.002735853,,,
17.11,-0.004228354,0.003119707,0.013877153,0.006465912,-0.003346205,,,
17.115,-0.004705191,0.003985167,0.01495719,0.008753538,-0.002845526,,,
17.12,-0.003710985,0.00317812,0.013295412,0.010290146,-0.001171827,,,
17.125,-0.004702807,0.001056194,0.011993647,0.010744333,2.21E-04,,,
17.13,-0.006468296,-0.001573563,0.010575056,0.009713173,9.01E-04,,,
17.135,-0.007715225,-0.002977848,0.0086236,0.007709265,0.001481772,,,
17.14,-0.006612539,-0.00276804,0.005534887,0.005110502,0.003160238,,,
17.145,-0.004620552,-1.68E-04,0.00344038,0.003111363,0.00397563,,,
17.15,-0.002789497,9.24E-04,0.003988743,0.001296997,0.003943443,,,
17.155,-0.001229048,2.96E-04,0.002918243,1.03E-04,0.002828836,,,
17.16,1.67E-04,-0.002067089,9.97E-04,-7.94E-04,0.00104785,,,
17.165,0.001000166,-0.00469327,-5.75E-04,-9.29E-04,-0.001364946,,,
17.17,2.86E-05,-0.004734993,-0.001612902,-0.002571344,-0.003393889,,,
17.175,-6.59E-04,-0.003004074,-0.003169775,-0.005021095,-0.003633499,,,
17.18,-0.001559258,-1.66E-04,-0.004873276,-0.006035566,-0.001652241,,,
17.185,2.55E-04,0.002093315,-0.006781817,-0.006328821,-5.96E-05,,,
17.19,0.001626015,0.0017488,-0.00919342,-0.007537603,-4.41E-05,,,
17.195,0.003442764,5.79E-04,-0.013439655,-0.008583069,-7.94E-04,,,
17.2,0.004197359,-0.001035929,-0.018291473,-0.008745194,-9.89E-04,,,
17.205,0.00379324,-0.002156496,-0.020424128,-0.007998943,-2.72E-04,,,
17.21,0.002604723,-0.002025366,-0.018899441,-0.008296967,-5.65E-04,,,
17.215,0.001671314,-0.003381968,-0.016741753,-0.009431839,-0.001709461,,,
17.22,0.001399517,-0.005998612,-0.014533997,-0.010566711,-0.003225803,,,
17.225,0.001266003,-0.007150173,-0.01377821,-0.011795759,-0.004322529,,,
17.23,6.97E-04,-0.007964373,-0.013171434,-0.01275897,-0.005896092,,,
17.235,-6.68E-04,-0.008217096,-0.011463165,-0.014545918,-0.006867647,,,
17.24,-0.002129078,-0.009827614,-0.010565519,-0.016812086,-0.007245541,,,
17.245,-0.003094673,-0.01247406,-0.009243488,-0.015507937,-0.006510019,,,
17.25,-0.006024838,-0.014592409,-0.008599758,-0.013654232,-0.004571676,,,
17.255,-0.010368824,-0.015259981,-0.009196997,-0.013569593,-0.003018379,,,
17.26,-0.014601946,-0.014590025,-0.011780262,-0.012807846,-0.003185272,,,
17.265,-0.015940666,-0.012520552,-0.01329422,-0.011023283,-0.002698898,,,
17.27,-0.015237331,-0.010416508,-0.012285709,-0.009133816,-0.002915859,,,
17.275,-0.013077259,-0.008176565,-0.009762049,-0.00831008,-0.002300739,,,
17.28,-0.009943247,-0.008825064,-0.007909536,-0.008670092,-0.001747608,,,
17.285,-0.007039309,-0.012518168,-0.008749962,-0.009204149,-0.00151515,,,
17.29,-0.006123781,-0.014772415,-0.010685921,-0.008929968,-0.001289845,,,
17.295,-0.005847216,-0.014737845,-0.010093451,-0.007121563,-0.002074242,,,
17.3,-0.005003214,-0.012165308,-0.006887913,-0.005350113,-0.003569126,,,
